ID,Canonical_Smiles,Inhibition
TRAIN_03807,O=C(c1cccc(F)c1)N1CCC2(CC1)CN(Cc1ccccc1)C2,7.8492
TRAIN_03808,COCCn1c(=O)c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc21,4.171
TRAIN_03809,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)[C@@H](O)[C@@H]1O,18.2842
TRAIN_03810,COC(=O)NC(c1ccccc1)[C@@]1(C(=O)OC)CCCC1=O,15.7426
TRAIN_03811,Cn1c(=O)c(-c2ccc(F)cc2)nc2cncnc21,23.4859
TRAIN_03812,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O,30.9635
TRAIN_03813,Cc1ccc(N2CCN(CCC(=O)O)CC2)cc1,4.6324
TRAIN_03814,C[C@@H](C(=O)NCc1ccccc1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,68.6238
TRAIN_03815,c1cncc(CNc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)c1,94.3897
TRAIN_03816,NS(=O)(=O)c1cc(C(=O)O)c(Cl)c([N+](=O)[O-])c1Cl,5.2386
TRAIN_03817,O=C(O)CCC(=O)c1ccc[nH]1,4.5362
TRAIN_03818,CC(C)=CCC/C(C)=C/CO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(Cc3cc4c(cc3Cl)OCO4)c(=O)n12,56.5498
TRAIN_03819,COc1cccc(Cn2c(=O)c(C)nc3cnc(OCc4ccccc4)nc32)c1,46.2455
TRAIN_03820,COc1ccc(C(=O)Oc2cc(OC)cc(OC)c2C(C)=O)cc1,16.8528
TRAIN_03821,Cc1noc(C)c1-c1nc(N(C)Cc2ccco2)c2ccccc2n1,28.4643
TRAIN_03822,Cc1ccc(CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@@H](NC(=O)OCc2ccccc2)c2ccccc2)o1,53.074
TRAIN_03823,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)CCC[C@H]1C)O2,44.8176
TRAIN_03824,O=C1C2=CC[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12,14.9079
TRAIN_03825,Cl.Nc1ccc(-c2ccc3ccccc3n2)cc1,75.3044
TRAIN_03826,COc1ccccc1CNc1ccnc(-c2ccc(N(C)C)cc2)n1,63.8111
TRAIN_03827,O=C1CCCC2C3CC(CN12)C1CCCCN1C3.[O-][Cl+3]([O-])([O-])O,11.3587
TRAIN_03828,O=c1c(-c2ccc(F)c(F)c2)nc2cncnc2n1Cc1ccccc1Cl,33.3449
TRAIN_03829,COc1cccc(/C=C/C2=CC3(C)CC2(C)C(c2cccc(OC)c2)CC3=O)c1,78.1305
TRAIN_03830,c1cc2c(cc1C(N1CCNCC1)N1CCNCC1)OCO2,7.4046
TRAIN_03831,O=C(Nc1ccc2ccccc2c1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,54.8191
TRAIN_03832,O=C1C2=CC[C@@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@H]3[C@H]2[C@H](O)[C@H]2O[C@H]12,21.3084
TRAIN_03833,N#Cc1cccc(-c2nc(Nc3ccccc3)c3ccccc3n2)c1,30.2787
TRAIN_03834,O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,4.5466
TRAIN_03835,O=c1n(Cc2cc3c(cc2Cl)OCO3)c(=O)n2n1CC[C@H]1/C(=N\OC[C@@H](O)COCc3ccco3)[C@H]3O[C@@H]3[C@@H](O)[C@@H]12,88.879
TRAIN_03836,CO[C@H]1COC(=O)CCC[C@H](C)[C@H](OC)COC(=O)C/C=C\[C@@H]1C,29.6442
TRAIN_03837,Cl.O=C(O)CCC1NCC2CC1CN1CCCCC21,1.2484
TRAIN_03838,O=C(c1cnccn1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,86.5858
TRAIN_03839,C1CCCC1,6.4625
TRAIN_03840,c1csc(CN2CC3(CCNCC3)C2)n1,2.3893
TRAIN_03841,COC(=O)NC(CC(C)=O)c1ccc2c(c1)OCO2,67.2812
TRAIN_03842,COc1ccc2c(Cc3c4ccccc4cc4ccccc34)cncc2c1O,87.6622
TRAIN_03843,O=C(c1csnn1)N1CCC[C@@]2(CCN(Cc3ccncc3)C2)C1,78.796
TRAIN_03844,Cc1cc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)nn1C,83.7683
TRAIN_03845,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3ccc4ccccc4c3)CC2)C1=O,33.1707
TRAIN_03846,CC(C)(N)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O,5.5657
TRAIN_03847,O=C(NCc1ccccc1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,81.8621
TRAIN_03848,COc1ccccc1/C=C/C1=CC2(C)CC1(C)C(c1ccccc1OC)CC2=O,56.9277
TRAIN_03849,Oc1ccc(CNCc2ccccc2)c2cccnc12,8.4105
TRAIN_03850,O=C1C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,10.989
TRAIN_03851,COc1ccccc1OC[C@H](O)CO,5.4414
TRAIN_03852,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(c1ncccn1)C2,10.1482
TRAIN_03853,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,14.7332
TRAIN_03854,COC(=O)N1CCC2(CCN(CC(C)C)CC2)CC1,26.0143
TRAIN_03855,CO[C@H]1COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C,27.8406
TRAIN_03856,COC(=O)C12CC3(CCC4C5C(C(OCc6ccccc6)C41)C52)OCCO3,29.7983
TRAIN_03857,COCCNC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,84.99
TRAIN_03858,CC(C)(CO)N1CCN(C(=S)Nc2ccccc2)CC1,8.2547
TRAIN_03859,CNc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O,90.6797
TRAIN_03860,CN(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C,5.6495
TRAIN_03861,O[C@@H](Cc1ccncc1)C(Cl)(Cl)Cl,55.7778
TRAIN_03862,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,88.8963
TRAIN_03863,CNC[C@H](O)c1ccc(O)cc1,4.1399
TRAIN_03864,CC(C)CN1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,11.2272
TRAIN_03865,CN(C)c1ncc2ncc(=O)n(Cc3cccs3)c2n1,15.0717
TRAIN_03866,COc1ccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)cc1,29.3337
TRAIN_03867,COc1ccc(/C=C/C2=CC3(C)CC2(C)C(c2ccc(OC)cc2)CC3=O)cc1,60.7221
TRAIN_03868,C=C(C)C(O)/C=C/C=C/c1ccccc1,32.789
TRAIN_03869,O=C1C[C@@H](O)[C@@H](O)[C@@H]2[C@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@@H]12,8.7085
TRAIN_03870,COc1ccc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)cc1OC,96.2447
TRAIN_03871,O=[N+]([O-])c1cc(Cc2cc([N+](=O)[O-])c3cccnc3c2O)c(O)c2ncccc12,19.5784
TRAIN_03872,COc1ccccc1-c1ccc2ncnc(NCc3ccccc3)c2c1,42.2246
TRAIN_03873,O=C(c1cccc(F)c1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,46.6876
TRAIN_03874,CCOC(=O)c1ccc(N)cc1,47.8336
TRAIN_03875,C[C@@H]1/C=C\CC(=O)OC[C@H](C)C(=O)N2CCC[C@@H]2C(=O)OC1,18.764
TRAIN_03876,C=C(C)C(O)/C=C/c1ccc(C)cc1,72.7799
TRAIN_03877,C[C@]12CC[C@H]3c4ccc(OCC(=O)O)cc4CC[C@@H]3[C@H]1CCC2=O,8.4827
TRAIN_03878,O=C(N[C@@H](c1ccccc1)[C@@H]1C[C@H]1C(=O)NCc1ccccc1)OCc1ccccc1,39.7915
TRAIN_03879,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl,12.307
TRAIN_03880,COCCNc1nc(-c2c(C)noc2C)nc2ccccc12,10.0337
TRAIN_03881,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,38.46
TRAIN_03882,Cl.NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,10.143
TRAIN_03883,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)C/C=C\[C@H]1C,15.7838
TRAIN_03884,COc1ccc(-c2nc3cnc(OC)nc3n(-c3ccccc3)c2=O)cc1,3.9126
TRAIN_03885,C1CCC2OC2C1,14.1676
TRAIN_03886,COc1cccc(Cn2c(=O)c(C)nc3cnc(N4CCOCC4)nc32)c1,76.0473
TRAIN_03887,OC[C@@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@H]1O,17.7896
TRAIN_03888,C=CC=O,8.3415
TRAIN_03889,CN(C)CC(CN(C)C)c1ccccn1,2.9265
TRAIN_03890,CCOc1ccc2c(ccc(/C=C\c3cc(C)c4cccnc4c3O)[n+]2C)c1,23.8606
TRAIN_03891,COCCNC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,52.3485
TRAIN_03892,CN1CCN(c2ncc3ncc(=O)n(Cc4ccc(F)cc4)c3n2)CC1,23.2557
TRAIN_03893,CC(=O)OC(C)(C)C1Cc2cc3ccc(=O)oc3cc2O1,11.3084
TRAIN_03894,C=C(C)C(O)/C=C/CCCCCCC,33.5072
TRAIN_03895,CC(C)(C)N1C(=O)[C@@H]2[C@H]3C(=CC[C@H]2C1=O)C(=O)[C@H]1O[C@H]1[C@H]3O,4.1346
TRAIN_03896,CN(C)Cc1ccccc1-c1cc(NC2CC2)ncn1,25.1028
TRAIN_03897,N#CC1(O)CCCCC1,13.8968
TRAIN_03898,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,18.2106
TRAIN_03899,CO[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]1C,39.7901
TRAIN_03900,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,3.6988
TRAIN_03901,COCCNc1ncnc2ccc(-c3cccnc3)cc12,56.3614
TRAIN_03902,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1,23.4483
TRAIN_03903,C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,82.5654
TRAIN_03904,CN(C)CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,18.0622
TRAIN_03905,C[n+]1c(/C=C\c2ccc(O)c3ncccc23)[se]c2ccccc21,31.7367
TRAIN_03906,CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)CC(C)C,25.9136
TRAIN_03907,COC(=O)N(/C=C/c1ccc(OC)cc1)CCc1ccc(OC)c(OC)c1,93.2858
TRAIN_03908,CCOC(=O)CCN1C(=O)[C@@H]2[C@H]3C(=CC[C@H]2C1=O)C(=O)[C@H]1O[C@H]1[C@H]3O,6.9015
TRAIN_03909,COc1ccccc1-c1nccc(N2CCN(C)CC2)n1,53.26
TRAIN_03910,C[C@H]1/C=C\CC(=O)OC[C@H](C)C(=O)N2CCC[C@@H]2C(=O)OC1,17.5612
TRAIN_03911,C[C@]1(c2ccccc2)OC(C(=O)O)=CC1=O,7.3869
TRAIN_03912,COc1ccccc1CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,8.3118
TRAIN_03913,O=C(/C=C\C=C/c1ccc2c(c1)OCO2)N1CCCCC1,72.2221
TRAIN_03914,C=CCc1ccccc1OCC(O)CNC(C)C.Cl,8.5059
TRAIN_03915,CC(=O)Nc1cc(CN2CCCCC2)c(O)c2ncccc12,8.1923
TRAIN_03916,c1cncc(CNCc2cccnc2)c1,27.6175
TRAIN_03917,CCN1C(=O)[C@@H]2[C@H]3C(=CC[C@H]2C1=O)C(=O)[C@H]1O[C@H]1[C@H]3O,17.6479
TRAIN_03918,CN1CCN(c2ncc3nc(-c4cccs4)c(=O)n(-c4ccccc4)c3n2)CC1,18.9513
TRAIN_03919,C[C@H](CO)NC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,72.638
TRAIN_03920,COC(=O)C1=NOC2(C=C(Br)C(OC)=C(Br)C2=O)C1,15.5629
TRAIN_03921,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Cl)cc1,16.0854
TRAIN_03922,COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12,31.2581
TRAIN_03923,N#Cc1cccc(NC(=O)N2CC3(CCN(C(=O)c4ccco4)CC3)C2)c1,11.2629
TRAIN_03924,O=C(O)[C@@H](O)[C@@H](O)[C@@H](O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)CO,8.3045
TRAIN_03925,FC(F)(F)c1ccccc1-c1nccc(-n2ccnc2)n1,96.807
TRAIN_03926,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,38.1577
TRAIN_03927,CC[C@@H](CO)NC(=O)[C@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,3.9963
TRAIN_03928,COC(=O)[C@@H]1C(O)[C@@H](C(=O)OC)[C@H](C)N(C)[C@@H]1C,6.6544
TRAIN_03929,O=C(O)c1ccccc1NCn1c(=S)sc2ccccc21,19.1653
TRAIN_03930,CS(=O)(=O)c1ccc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,71.5066
TRAIN_03931,CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(Cc3cccc(OC)c3)c2n1,8.1789
TRAIN_03932,O=C1C2=CC[C@H]3C(=O)N(C4CCCCC4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12,19.0837
TRAIN_03933,COC(=O)NC(CC(C)=O)c1ccco1,19.2088
TRAIN_03934,O=C(Oc1ccccc1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,53.9317
TRAIN_03935,CC[C@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O,16.0436
TRAIN_03936,N[C@@H](Cn1cc(I)c(=O)n(Cc2ccc(C(=O)O)cc2)c1=O)C(=O)O,3.209
TRAIN_03937,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Nc3cccc(OC)c3)nc21,39.3587
TRAIN_03938,CC[N+](C)(C)Cc1ccc(Br)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,10.6231
TRAIN_03939,Cc1noc(C)c1C(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2,19.6552
TRAIN_03940,C[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,25.7184
TRAIN_03941,COC(=O)NC(CC(C)=O)c1cccc(C)c1,19.493
TRAIN_03942,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,67.9713
TRAIN_03943,O=C(O)c1c[nH]c2c(ccc3[nH]cc(C(=O)O)c(=O)c32)c1=O,16.2518
TRAIN_03944,CC[C@@H](c1ccccc1)n1c(=O)n2n(c1=O)[C@H]1[C@H](O)[C@H]3O[C@@H]3/C(=N/OCc3ccccc3)[C@@H]1CC2,33.4228
TRAIN_03945,CO[C@@H]1COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,6.8127
TRAIN_03946,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccc(C(=O)N(C)C)cc4)n3)c2c1,84.3145
TRAIN_03947,O=C(c1csnn1)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0.7568
TRAIN_03948,C/C=C/C=O,10.2783
TRAIN_03949,C[C@@]12CC(=O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CC=C2CC(=O)O,10.5159
TRAIN_03950,CN1CCCCC1c1ccc(-c2cccnc2)nc1.Cl,30.6652
TRAIN_03951,Cc1ccc(CNC(=O)[C@H](C)[C@H]2C[C@]2(C)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)o1,74.7234
TRAIN_03952,c1cncc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,79.6842
TRAIN_03953,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@@H]1C,62.0774
TRAIN_03954,CC[C@@H](c1ccccc1)n1c(=O)n2n(c1=O)[C@H]1[C@H](O)[C@H]3O[C@@H]3/C(=N/OCC(C)C)[C@@H]1CC2,9.9838
TRAIN_03955,N=c1ccn2c(n1)O[C@H]1[C@@H](OP(=O)(O)O)[C@H](CO)O[C@H]12,6.238
TRAIN_03956,COc1ccccc1-c1cncnc1NCc1cccs1,98.4461
TRAIN_03957,COC(=O)CC1=COC(O)C2C(CO)=CC[C@@H]12,14.7076
TRAIN_03958,O=C(O)/C=C\c1ccc(O)c(O)c1,2.167
TRAIN_03959,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],3.2748
TRAIN_03960,CN1CCN(c2ncnc3ccc(-c4ccccc4C#N)cc23)CC1,35.1988
TRAIN_03961,COC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,61.6264
TRAIN_03962,COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O)C[C@]1(C)O)C(=O)c1c(O)cc2c(c1C3=O)O[C@H]1O[C@@]2(C)[C@@H](O)[C@H](N(C)C)[C@H]1O,12.0142
TRAIN_03963,O=c1c2ccccc2c2ccccc2c(=O)n1-c1cc2c3ccccc3ccc2c2ccccc12,20.559
TRAIN_03964,CC[C@@H](c1ccccc1)n1c(=O)n2n(c1=O)[C@H]1[C@H](O)[C@H]3O[C@@H]3/C(=N/OC/C=C(\C)CCC=C(C)C)[C@@H]1CC2,40.2599
TRAIN_03965,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,39.138
TRAIN_03966,CCCn1c(=O)c(C)cn2nc(N)nc12,13.3473
TRAIN_03967,O=C(O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,15.7251
TRAIN_03968,CC[C@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]21C)C(C)C,4.7958
TRAIN_03969,COC(=O)NC(c1ccccc1)[C@]1(C(C)=O)CCCC1=O,20.0623
TRAIN_03970,NC(=O)c1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,88.1431
TRAIN_03971,CS(=O)(=O)Nc1cccc(-c2nc(Nc3ccc(F)cc3)c3ccccc3n2)c1,83.6604
TRAIN_03972,Cc1ccc(O)cc1,9.3045
TRAIN_03973,CCOC(=S)SCC(=O)O,14.6707
TRAIN_03974,COCCn1c(=O)c(-c2cccs2)nc2cnc(N3CCOCC3)nc21,8.1606
TRAIN_03975,C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n([C@@H](CC)c3ccccc3)c(=O)n12,55.5253
TRAIN_03976,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1cc(F)ccc1-2,16.3795
TRAIN_03977,CCCCCCCCCCCCCCCC(=O)NC(C)C,13.9222
TRAIN_03978,C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(C(F)(F)F)c1,100.0
TRAIN_03979,C[C@H]1C[C@@H]2[C@@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,24.1118
TRAIN_03980,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(OCc3ccccc3)nc21,52.5782
TRAIN_03981,C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,87.6187
TRAIN_03982,C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O,39.1047
TRAIN_03983,COc1ccc2[nH]cc(CCNc3nc(-c4ccoc4)nc4ccccc34)c2c1,79.7186
TRAIN_03984,CC(C)=CCC1(CC=C(C)C)C(=O)C(C(=O)c2ccccc2)=C2OC(C)(C)CCC2(CC=C(C)C)C1=O,69.28
TRAIN_03985,CN(Cc1cc(Cl)cc(Cl)c1O)Cc1c(O)ccc2ccccc12,29.5443
TRAIN_03986,Cc1ccc(CNC(=O)[C@@H]2C[C@H]2[C@@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)o1,70.9184
TRAIN_03987,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,10.3112
TRAIN_03988,CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1,5.1968
TRAIN_03989,O=c1n(-c2ccccc2)c(=O)n2n1CC[C@H]1/C(=N\OCc3ccccc3)[C@H]3O[C@@H]3[C@@H](O)[C@@H]12,7.7725
TRAIN_03990,CCCCS(=N)(=O)CCC(N)C(=O)O,27.7021
TRAIN_03991,Oc1ccc(Cc2cc(Cl)cc(Cl)c2O)cc1Cl,31.9835
TRAIN_03992,COc1ccc(CNc2ccnc(-c3ccc(N(C)C)cc3)n2)c(OC)c1,48.7711
TRAIN_03993,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,26.69
TRAIN_03994,CO[C@H]1COC(=O)[C@@H](C)COC(=O)[C@@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,36.7879
TRAIN_03995,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c[nH]c3c(CC=C(C)C)cccc23)=C(O)C1=O,18.6603
TRAIN_03996,O=C(NCCc1c[nH]c2ccccc12)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,96.6137
TRAIN_03997,O=C(O)/C=C\C=C/c1ccc2c(c1)OCO2,6.1861
TRAIN_03998,Oc1c(CN2CCOCC2)ccc(CN2CCOCC2)c1O,13.2742
TRAIN_03999,COC(=O)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,24.9046
TRAIN_04000,CC(C)CO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,13.9916
TRAIN_04001,CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,39.5883
TRAIN_04002,c1cncc(-c2cc(NCc3cccs3)ncn2)c1,56.0544
TRAIN_04003,Cn1c(=O)c(CCc2ccccc2)nc2cnc(OCc3ccccc3)nc21,25.2961
TRAIN_04004,O=C(NCCF)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,70.1178
TRAIN_04005,O=C(O)c1ccc([N+](=O)[O-])c(P(=O)(O)O)c1,2.7596
TRAIN_04006,CO[C@@H]1COC(=O)C/C=C\[C@H](C)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,56.6127
TRAIN_04007,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,4.0192
TRAIN_04008,COCC(=O)N1CCC2(CCCN(Cc3ccccc3OC)C2)CC1,7.6576
TRAIN_04009,CC(C)=CCC/C(C)=C/CO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,17.7941
TRAIN_04010,C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,21.8397
TRAIN_04011,COc1ccc(-c2nc3cnc(Nc4ccccc4)nc3n(C[C@H]3CCCO3)c2=O)cc1,31.1467
TRAIN_04012,CC(C)(C)OC(=O)C1=NOC2(C=CC(=O)C=C2)C1,24.1575
TRAIN_04013,COCCn1c(=O)c(-c2cccs2)nc2cnc(OC)nc21,62.0353
TRAIN_04014,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,38.9624
TRAIN_04015,OCCCN=C1CCCCC1,15.6627
TRAIN_04016,CC(C)NCC[C@@H](O)c1cc2ccccc2o1,4.1334
TRAIN_04017,Cc1ccc(CNC(=O)[C@H](C)[C@@H]2C[C@@]2(C)[C@@H](NC(=O)OCc2ccccc2)c2ccccc2)c(F)c1F,86.3372
TRAIN_04018,CO[C@H]1COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)C/C=C\[C@@H]1C,59.6349
TRAIN_04019,Cc1noc(C)c1-c1nccc(NCc2ccccc2)n1,71.9841
TRAIN_04020,C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,29.6036
TRAIN_04021,CCNc1ncc2nc(C)c(=O)n(CCC#N)c2n1,4.4221
TRAIN_04022,CS(=O)(=O)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,51.0403
TRAIN_04023,COc1cccc(Cn2c(=O)c(CCc3ccccc3)nc3cnc(N4CCOCC4)nc32)c1,25.1725
TRAIN_04024,COCCn1c(=O)c(CCc2ccccc2)nc2cnc(N3CCN(C)CC3)nc21,12.6098
TRAIN_04025,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,26.5613
TRAIN_04026,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1,52.1187
TRAIN_04027,CO[C@H]1COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)C/C=C\[C@@H]1C,21.3256
TRAIN_04028,C(=C\c1ccccc1)\c1ccccc1,2.2949
TRAIN_04029,Cc1ccc(S(=O)(=O)N[C@H](CN)C(=O)O)cc1,20.1347
TRAIN_04030,COC(=O)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,90.651
