"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1684261";"";"None";"339.37";"0";"3.40";"11b";"CN1CCC(NC(=O)Nc2cccc3[nH]ncc23)c2ccc(F)cc21";"Inhibition";"'='";"66.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1687127";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681695";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"66.0"
"CHEMBL1684268";"";"None";"427.51";"0";"4.84";"11k";"COc1ccc2c(c1)C(NC(=O)Nc1cccc3[nH]ncc13)CCN2Cc1ccccc1";"Inhibition";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1687127";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681695";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"97.0"
"CHEMBL5183758";"";"None";"404.51";"0";"3.84";"14a";"COC(=O)C1CN(Cc2ccc(-c3cn(-c4ccc(C(C)(C)C)cc4)nn3)cc2)C1";"Inhibition";"'='";"97.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5157991";"Inhibition of CYP3A4 (unknown origin) at 10 uM preincubated for 10 mins followed by addition of NADPH measured after 10 mins by microplate reader assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154711";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 10.0 microM | TIME = 0.3333 hr";"INHIBITOR";"";"97.4"
"CHEMBL5184674";"";"None";"336.39";"0";"3.07";"21a";"O=C(O)C1CN(Cc2ccc(C3=NOC(c4ccccc4)C3)cc2)C1";"Inhibition";"'>'";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5157991";"Inhibition of CYP3A4 (unknown origin) at 10 uM preincubated for 10 mins followed by addition of NADPH measured after 10 mins by microplate reader assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154711";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 10.0 microM | TIME = 0.3333 hr";"INHIBITOR";"";"99.0"
"CHEMBL4754584";"";"None";"444.95";"0";"3.67";"12";"CN1CC[C@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1";"Inhibition";"'='";"-18.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4724636";"Inhibition of CYP3A4 (unknown origin) assessed as formation of 1'-hydroxymidazolam at 10 uM using midazolam as substrate relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715902";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"Dose = 10.0 microM";"";"";"-18.0"
"CHEMBL4796569";"";"None";"505.99";"2";"5.21";"12k";"N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)Nc2ccccc2Cl)cc1";"Inhibition";"'='";"1.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4769560";"Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate at 10 uM preincubated for 10 mins followed by incubation with NADPH for 10 mins by LC- MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765307";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 0.3333 hr";"";"";"1.5"
"CHEMBL98";"VORINOSTAT";"4.0";"264.32";"0";"2.47";"SAHA";"O=C(CCCCCCC(=O)Nc1ccccc1)NO";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3760235";"Inhibition of human CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate at 10 uM after 30 mins by fluorimetric analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758162";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";"";"35.0"
"CHEMBL3759197";"";"None";"364.40";"0";"2.43";"31d";"O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CN(Cc3ccccc3)C1)O2)NO";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3760235";"Inhibition of human CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate at 10 uM after 30 mins by fluorimetric analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758162";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";"";"53.0"
"CHEMBL41";"FLUOXETINE";"4.0";"309.33";"0";"4.44";"Fluoxetine";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3540640";"Time dependent inhibition of CYP3A4 in human liver microsomes assessed as conversion of testosterone to 6beta-hydroxytestosterone at 0.01 to 100 uM preincubated for 60 mins followed by testosterone treatment measured after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3526100";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";"";"";""
"CHEMBL1294";"QUINIDINE";"4.0";"324.42";"0";"3.17";"Quinidine";"C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3540640";"Time dependent inhibition of CYP3A4 in human liver microsomes assessed as conversion of testosterone to 6beta-hydroxytestosterone at 0.01 to 100 uM preincubated for 60 mins followed by testosterone treatment measured after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3526100";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";"";"";""
"CHEMBL4205584";"";"None";"509.00";"2";"-0.27";"5";"CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)c(Cl)n3n2)CC1";"Inhibition";"'<'";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4179669";"Inhibition of CYP3A4 (unknown origin) at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177600";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"25.0"
"CHEMBL2381087";"";"None";"468.48";"0";"4.37";"28";"Cc1ccc(-c2ncccn2)c(C(=O)N2CC3(CC3)C[C@H]2CNc2cc(C(F)(F)F)ccn2)n1";"Inhibition";"'<'";"39.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2384510";"Inhibition of human recombinant CYP3A4 using BFC as substrate at 1 uM by fluorimetric assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380240";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"39.0"
"CHEMBL1109";"SULFAPHENAZOLE";"4.0";"314.37";"0";"2.26";"Sulfaphenazole";"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1";"Inhibition";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3599700";"Inhibition of human CYP3A4 at 10 uM preincubated for 10 mins with cofactor followed by mixture of enzyme-substrate addition by fluorescence assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596129";"1";"Scientific Literature";"Medchemcomm";"2014";"None";"";"";"";""
"CHEMBL4067927";"";"None";"481.33";"1";"7.36";"11l";"CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21";"Inhibition";"'='";"31.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4029867";"Inhibition of CYP3A4 in human liver microsomes at 10 uM measured after 20 mins in presence of NADPH by LC/MS/MS analysis relative to control";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028818";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"31.0"
"CHEMBL4469979";"";"None";"312.32";"0";"4.52";"25";"O=c1c(O)c(-c2csc3ccccc23)oc2ccc(F)cc12";"Inhibition";"'='";"11.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4313845";"Inhibition of human microsomal CYP3A4 expressed in baculovirus infected insect cells at 10 uM using luciferin-IPA as substrate preincubated with enzyme/substrate mixture for 30 mins followed by further incubation with NADPH for 30 mins by CYP450 luciferase Glo assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311972";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"11.5"
"CHEMBL493082";"";"None";"325.41";"1";"5.50";"16";"COc1ccc(Cc2cc3ccccc3cc2-c2cccnc2)cc1";"Inhibition";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971602";"Inhibition of human recombinant CYP3A4 expressed in baculovirus-infected insect microsomes at 10 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"79.0"
"CHEMBL494666";"";"None";"418.54";"1";"6.56";"22c";"CCC(Nc1cc(-c2[nH]c(SC)nc2-c2ccc(F)cc2)ccn1)c1ccccc1";"Inhibition";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1013887";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155084";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"81.0"
"CHEMBL4534119";"";"None";"501.51";"2";"7.01";"11k";"Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2c(-c3cnn(C4CC4)c3)n[nH]c2c1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4412436";"Reversible inhibition of CYP3A4 in human liver microsomes at 1 mM using testosterone as substrate preincubated for 5 to 30 mins followed by NADPH addition and measured after 20 mins by LC-MS/MS analysis relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411287";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"5.0"
"CHEMBL1766005";"";"None";"399.49";"1";"5.57";"2";"COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1";"Inhibition";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL1833283";"Inhibition of CYP3A4 in human liver microsomes at 0.4 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828563";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"60.0"
"CHEMBL3775765";"";"None";"428.56";"1";"5.06";"1";"CCn1c(SCC(=O)Nc2cccc3ccccc23)nnc1C1Cc2ccccc2C1";"Inhibition";"";"";"%";"";"";"tde";"UO_0000187";"";"";"";"";"0";"CHEMBL3776832";"Inhibition of human CYP3A4";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774309";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";"";""
"CHEMBL261775";"";"None";"527.99";"1";"3.56";"2n";"O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3ncc([N+](=O)[O-])n23)CC1";"Inhibition";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL923684";"Inhibition of human CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143896";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";""
"CHEMBL4082934";"";"None";"306.32";"0";"2.61";"5q";"C#CCOc1cc(-c2nc3ccccc3c(=O)[nH]2)ccc1OC";"Inhibition";"'='";"2.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4014732";"Inhibition of human CYP3A4 expressed in yeast microsomal membranes at 10 uM using dibenzylfluorescein as substrate by fluorescence assay relative to control";"A";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"Microsomal Membrane";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014284";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"2.7"
"CHEMBL1836777";"";"None";"420.49";"0";"3.82";"8d";"Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)s1";"Inhibition";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1837195";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"91.0"
"CHEMBL1835150";"";"None";"440.43";"0";"4.21";"62";"NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3ccc(N)nc3)ccc12";"Inhibition";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1840126";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833803";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"65.0"
"CHEMBL3628042";"";"None";"330.82";"0";"2.03";"6";"CN1CCN(c2nc(N)nc(/C=C/c3cccc(Cl)c3)n2)CC1";"Inhibition";"'='";"58.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3630735";"Inhibition of human recombinant CYP3A4 assessed as conversion of luciferin-PPXE to D-luciferin at 25 uM by luminescence Glo assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627701";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"58.0"
"CHEMBL5188581";"";"None";"378.47";"0";"3.72";"20g";"CCc1ccc(C2CC(c3ccc(CN4CC(C(=O)OC)C4)cc3)=NO2)cc1";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5157991";"Inhibition of CYP3A4 (unknown origin) at 10 uM preincubated for 10 mins followed by addition of NADPH measured after 10 mins by microplate reader assay relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154711";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 10.0 microM | TIME = 0.3333 hr";"INHIBITOR";"";"95.0"
"CHEMBL4470693";"";"None";"509.61";"1";"3.73";"13g";"COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(-c4ccc(N5CCN(CCO)CC5)cc4)n[nH]c3c1)C(=O)N2";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4430375";"Inhibition of CYP3A4 (unknown origin) at 1 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428091";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"11.0"
"CHEMBL4566719";"";"None";"656.64";"1";"4.16";"26";"Cc1c(N2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)c(=O)n(C[C@H](N)c2ccccc2O)c(=O)n1Cc1c(F)cccc1C(F)(F)F";"Inhibition";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4430593";"Inhibition of human recombinant CYP3A4 expressed in baculosomes at 10 uM incubated for 30 mins using BOMR substrate by fluorescence based assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428102";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"97.0"
"CHEMBL4544693";"";"None";"663.64";"2";"5.57";"12h";"Cc1c(N2CCN(Cc3cccc(C(F)(F)F)c3)CC2)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F";"Inhibition";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4430593";"Inhibition of human recombinant CYP3A4 expressed in baculosomes at 10 uM incubated for 30 mins using BOMR substrate by fluorescence based assay";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428102";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"96.0"
"CHEMBL3586353";"";"None";"406.94";"1";"6.01";"45";"Clc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"Inhibition";"'='";"89.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3588438";"Inhibition of CYP3A4 (unknown origin) at 3 uM relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"89.0"
"CHEMBL3759339";"";"None";"330.38";"0";"2.02";"34a";"CN1CCCC2(CC1)CC(=O)c1cc(/C=C/C(=O)NO)ccc1O2";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3760235";"Inhibition of human CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate at 10 uM after 30 mins by fluorimetric analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758162";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";"";"12.0"
"CHEMBL3787323";"";"None";"440.67";"1";"6.73";"30";"CC1(C)CCC(C)(C)c2cc(C3(c4ccc(CCC(=O)O)cc4)SCCS3)ccc21";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3789261";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam as substrate by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784928";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"25.0"
"CHEMBL3325530";"";"None";"502.52";"1";"3.62";"10a";"O=S(=O)(Nc1ncns1)c1cc(F)c(OCC2(F)CNCCC2c2ccc(F)cc2)cc1F";"Inhibition";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3390673";"Inhibition of CYP3A4 (unknown origin) using midazolam substrate at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352194";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"94.0"
"CHEMBL3325550";"";"None";"512.94";"1";"4.12";"12j";"O=S(=O)(Nc1ncc(F)cn1)c1cc(F)c(OC[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1F";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3390673";"Inhibition of CYP3A4 (unknown origin) using midazolam substrate at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352194";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"25.0"
"CHEMBL494400";"";"None";"428.58";"0";"4.88";"13";"Cc1nc(CN2CCN(c3cccc4[nH]c(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c[nH]1";"Inhibition";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL954325";"Inhibition of CYP3A4 at 3 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"85.0"
"CHEMBL3792850";"";"None";"411.51";"0";"4.14";"26";"O=C(Nc1ccc(CN2CCN(c3ccccc3)CC2)cc1)c1n[nH]c2ccccc12";"Inhibition";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3794757";"Inhibition of human recombinant CYP3A4 at 10 uM by fluorimetry relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3792292";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";"";"48.0"
"CHEMBL3758515";"";"None";"420.51";"0";"3.64";"34g";"O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCCN(CCc3ccccc3)CC1)O2)NO";"Inhibition";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3760235";"Inhibition of human CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate at 10 uM after 30 mins by fluorimetric analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758162";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";"";"";"41.0"
"CHEMBL4874034";"";"None";"420.46";"0";"2.02";"54";"C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4835198";"Inhibition of CYP3A4 (unknown origin) using DBF as substrate at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834410";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM";"";"";"50.0"
"CHEMBL4853960";"";"None";"392.47";"0";"2.03";"3c";"CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)C4CC4)C3)ncnc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4835490";"Time dependent inhibition of CYP3A4 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834420";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"";"";""
